generation,best_TOTFIT,gen_best_TOTFIT,d0p,d1p,d2p,dunp,ATT,F1,F2,F3
146,11.284865420826634,11.284865420826634,9.982860644741143,50.8428817575999,4.983358475799639,34.19089912185933,16.743080146014638,4.859733882866424,2.0942937795709144,4.330837758389295
147,11.284865420826634,11.284865420826634,9.982860644741143,50.8428817575999,4.983358475799639,34.19089912185933,16.743080146014638,4.859733882866424,2.0942937795709144,4.330837758389295
148,11.285364715977128,11.285364715977128,9.984870125900201,50.90034457560455,4.9238861766359046,34.19089912185933,16.74392555404573,4.859326159995749,2.095200797592083,4.330837758389295
149,11.286722883715967,11.286722883715967,9.995338362112179,50.85230676189345,4.961455754135042,34.19089912185933,16.741637687010353,4.860921943521377,2.094963181805295,4.330837758389295
150,11.286722883715967,11.286722883715967,9.995338362112179,50.85230676189345,4.961455754135042,34.19089912185933,16.741637687010353,4.860921943521377,2.094963181805295,4.330837758389295
151,11.28676235786377,11.28676235786377,9.992201930020448,50.869486489320145,4.947412458800071,34.19089912185933,16.74141971965324,4.8608504115098725,2.0950741879646024,4.330837758389295
152,11.293559120182705,11.293559120182705,10.02656080690071,50.958302082605144,4.824237988634796,34.19089912185933,16.73574909776622,4.864905856344154,2.097815505449256,4.330837758389295
153,11.293559120182705,11.293559120182705,10.02656080690071,50.958302082605144,4.824237988634796,34.19089912185933,16.73574909776622,4.864905856344154,2.097815505449256,4.330837758389295
154,11.293559120182705,11.293559120182705,10.02656080690071,50.958302082605144,4.824237988634796,34.19089912185933,16.73574909776622,4.864905856344154,2.097815505449256,4.330837758389295
155,11.293559120182705,11.293559120182705,10.02656080690071,50.958302082605144,4.824237988634796,34.19089912185933,16.73574909776622,4.864905856344154,2.097815505449256,4.330837758389295
156,11.295098798159488,11.295098798159488,10.029497932108285,50.96823529259474,4.811367653437657,34.19089912185933,16.733649140570453,4.866177754526475,2.0980832852437183,4.330837758389295
157,11.296617672402844,11.296617672402844,10.01308553988688,50.9956937301418,4.800321608112007,34.19089912185933,16.72941650985439,4.868007753614361,2.0977721603991877,4.330837758389295
158,11.296617672402844,11.296617672402844,10.01308553988688,50.9956937301418,4.800321608112007,34.19089912185933,16.72941650985439,4.868007753614361,2.0977721603991877,4.330837758389295
159,11.296617672402844,11.296617672402844,10.01308553988688,50.9956937301418,4.800321608112007,34.19089912185933,16.72941650985439,4.868007753614361,2.0977721603991877,4.330837758389295
160,11.298400735732478,11.298400735732478,10.021182747585911,51.00611103611082,4.7818070944439395,34.19089912185933,16.727318607272966,4.869294975100194,2.098268002242989,4.330837758389295
161,11.29846723232603,11.29846723232603,10.020221910818972,51.00569374478599,4.783185222535695,34.19089912185933,16.727527263512624,4.869408611716969,2.098220862219765,4.330837758389295
162,11.299119958374535,11.299119958374535,10.02126489552271,51.013109201845275,4.774726780772701,34.19089912185933,16.727026207506775,4.869910703320181,2.0983714966650586,4.330837758389295
163,11.2995423304907,11.2995423304907,10.026908171978018,50.995314660754474,4.7868780454082005,34.19089912185933,16.726456824950358,4.870345428460987,2.0983591436404176,4.330837758389295
164,11.2995423304907,11.2995423304907,10.026908171978018,50.995314660754474,4.7868780454082005,34.19089912185933,16.726456824950358,4.870345428460987,2.0983591436404176,4.330837758389295
165,11.2995423304907,11.2995423304907,10.026908171978018,50.995314660754474,4.7868780454082005,34.19089912185933,16.726456824950358,4.870345428460987,2.0983591436404176,4.330837758389295
